id,task_type,source,regulation,context,question,answer,answer_type,difficulty
NUM_124,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 4(d): a foreign credit rating agency incorporated in a Financial Action Task Force (FATF) member jurisdiction and recognised under their law, having a minimum of five years' experience in rating securities.","A foreign credit rating agency was incorporated in its home country in January 2018 and began actively rating securities in its home jurisdiction from July 2019. It applies to promote a new CRA in India in December 2025. Does it meet the 'minimum of five years' experience in rating securities' requirement under SEBI (CRA) Regulations, 1999?","The foreign CRA began rating securities from July 2019. By December 2025, it has had 6 years and 5 months of rating experience (July 2019 to December 2025). This exceeds the minimum five-year experience requirement. Yes, the foreign CRA meets the five-year experience requirement.",calculated,Medium
NUM_125,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 22: Every credit rating agency shall, within two month's from the date of the auditor's report, take steps to rectify the deficiencies if any, made out in the auditor's report, insofar as they relate to the activity of rating of securities.","An auditor submits a report to a CRA on October 3, 2025, identifying deficiencies in its rating activities. What is the deadline by which the CRA must take steps to rectify these deficiencies under SEBI (CRA) Regulations, 1999?","The CRA must take steps to rectify the deficiencies within two months from the date of the auditor's report. Date of report: October 3, 2025. Adding two months: December 3, 2025. The deadline for rectification is December 3, 2025.",calculated,Easy
NUM_126,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 9(e): the promoter of the credit rating agency, in terms of regulation 4, shall maintain a minimum shareholding of 26% in the credit rating agency for a minimum period of three years from the date of grant of registration by the Board.","A CRA's promoter holds 35% of the CRA's shares at the time of registration. The CRA was granted registration on April 1, 2023. Can the promoter legally reduce its shareholding to 20% on June 15, 2026?","The promoter must maintain at least 26% shareholding for a minimum of three years from the date of grant of registration. Three years from April 1, 2023 = April 1, 2026. June 15, 2026 is after April 1, 2026, so the lock-in period of three years has expired by then. After April 1, 2026, the promoter is no longer bound by the 3-year lock-in. However, reducing to 20% would breach the minimum 26% threshold if this obligation is ongoing beyond the three-year period (which the regulation's wording 'for a minimum period of three years' suggests is a lock-in, not a permanent requirement). The regulation specifies a minimum period of three years; after that, the 26% floor from Regulation 9(e) no longer applies as a mandatory minimum. Therefore, the promoter can reduce its shareholding to 20% on June 15, 2026.",calculated,Hard
NUM_127,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 28E(m)(iv): [Category I ESG rating provider] maintain a minimum liquid net worth of rupees five crores at all times: at the time of making the application, the applicant shall have a minimum liquid net worth of the higher of, A. rupees ten crores, or B. addition of rupees five crores and the target on cumulative cash losses until breakeven.",A Category I ESG rating provider applicant projects cumulative cash losses of Rs 6 crore until breakeven. What is the minimum liquid net worth the applicant must demonstrate at the time of filing the registration application?,"The minimum liquid net worth at application time is the higher of: (A) Rs 10 crore, or (B) Rs 5 crore + projected cumulative cash losses until breakeven = Rs 5 crore + Rs 6 crore = Rs 11 crore. Since Rs 11 crore > Rs 10 crore, the minimum required liquid net worth at application time is Rs 11 crore.",calculated,Medium
NUM_128,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 28E(n)(i): [Category II ESG rating provider] maintain minimum liquid net worth of rupees ten lakh at all times: at the time of making the application, the applicant shall have a minimum liquid net worth of the higher of, A. rupees twenty lakhs; or B. addition of rupees ten lakhs and the target on cumulative cash losses until breakeven.","A Category II ESG rating provider applicant projects cumulative cash losses of Rs 8 lakh until breakeven. What is the minimum liquid net worth at application time, and how does it compare to the ongoing maintenance requirement?","At application time, the minimum is the higher of: (A) Rs 20 lakh, or (B) Rs 10 lakh + Rs 8 lakh (projected losses) = Rs 18 lakh. Since Rs 20 lakh > Rs 18 lakh, the minimum liquid net worth at application time is Rs 20 lakh. The ongoing maintenance requirement is Rs 10 lakh. Therefore, the application-time requirement (Rs 20 lakh) is double the ongoing maintenance requirement (Rs 10 lakh).",calculated,Medium
NUM_129,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 24A(2): A shareholder holding 10 per cent or more shares and/or voting rights in a credit rating agency shall not hold 10 per cent or more shares and/or voting rights, directly or indirectly, in any other credit rating agency. Provided that the said restriction shall not apply to holdings by Pension Funds, Insurance Schemes and Mutual Fund Schemes.","Institution X holds 12% of the shares of CRA-1. It proposes to acquire a 9% stake in CRA-2. Would this acquisition violate Regulation 24A(2) of the SEBI (CRA) Regulations, 1999?","No, the proposed acquisition would not violate Regulation 24A(2). The restriction applies to a shareholder holding 10% or more in one CRA acquiring 10% or more in another CRA. Institution X already holds 12% (≥10%) in CRA-1. However, the proposed acquisition in CRA-2 is only 9%, which is below the 10% threshold. Since the combined holding in CRA-2 (9%) is less than 10%, the restriction under Regulation 24A(2) is not triggered. The acquisition is permissible.",calculated,Medium
NUM_130,NUM,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 5(e): any company or body corporate, having continuous net worth of minimum rupees one hundred crores as per its audited annual accounts for the previous five years prior to filing of the application with the Board for the grant of certificate.",A body corporate files an application to promote a credit rating agency in December 2025. Its audited net worth for the preceding years was: 2020-21: Rs 95 crore; 2021-22: Rs 102 crore; 2022-23: Rs 110 crore; 2023-24: Rs 108 crore; 2024-25: Rs 115 crore. Does it meet the Regulation 4(e) promoter eligibility criterion?,"The requirement under Regulation 4(e) is a continuous net worth of at least Rs 100 crore per audited annual accounts for the previous five years. The five years preceding December 2025 would be FY 2020-21 through FY 2024-25. Net worth history: FY 2020-21: Rs 95 crore (fails — below Rs 100 crore), FY 2021-22: Rs 102 crore, FY 2022-23: Rs 110 crore, FY 2023-24: Rs 108 crore, FY 2024-25: Rs 115 crore. Since FY 2020-21 (Rs 95 crore) is below the Rs 100 crore threshold, the 'continuous' net worth requirement is not met. The body corporate does not meet the eligibility criterion under Regulation 4(e).",calculated,Hard
CON_066,CON,SEBI,,,Do these two versions of Regulation 8(2) impose the same validity period for a credit rating agency's certificate of registration?,No,yes_no,Easy
CON_067,CON,SEBI,,,Do the original and 2018-amended versions of Regulation 5(c) prescribe the same minimum net worth requirement for credit rating agency applicants?,No,yes_no,Easy
CON_068,CON,SEBI,,,Do the original Regulation 14(g) and the 2011-amended version impose the same mandatory rating requirement for large debt security issues?,No,yes_no,Hard
CON_069,CON,SEBI,,,Do the original and 2018-amended versions of Regulation 9(f) define the same permissible scope of rating activities for a credit rating agency?,No,yes_no,Hard
CON_070,CON,SEBI,,,Do the original and 2018-amended versions of Regulation 16(3) provide the same grounds for a credit rating agency to withdraw a rating of an outstanding security?,No,yes_no,Medium
CON_071,CON,SEBI,,,Do the original and 2021-amended definitions of 'credit rating agency' under Regulation 2(h) cover the same scope of rating activity?,No,yes_no,Medium
TMP_073,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 5(c) (original): the applicant has a minimum net worth of rupees five crores. [Substituted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018]: the applicant has a minimum net worth of rupees twenty five crore.","When was the minimum net worth requirement for credit rating agency applicants under SEBI (CRA) Regulations, 1999 raised, and by how much was it increased?","The minimum net worth requirement was raised by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. The original 1999 regulations set a minimum of Rs five crore. The 2018 amendment increased this to Rs twenty-five crore — a five-fold increase of Rs twenty crore.",extractive,Easy
TMP_074,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 14(g) (original): the client shall agree to obtain a rating from at least two different rating agencies for any issue of debt securities whose size is equal to or exceeds, rupees one hundred crores. [Substituted by SEBI (CRA) (Second Amendment) Regulations, 2011, w.e.f. 27-12-2011]: the client shall obtain a rating for any issue of debt securities in accordance with the relevant regulations.","Under the original SEBI (CRA) Regulations, 1999, what was the mandatory dual-rating requirement for large debt issues, and when was it removed?","Under the original Regulation 14(g), a client was required to obtain ratings from at least two different credit rating agencies for any debt securities issue of Rs 100 crore or more. This mandatory dual-rating requirement was removed by the SEBI (Credit Rating Agencies) (Second Amendment) Regulations, 2011, with effect from 27 December 2011. The 2011 amendment replaced this specific dual-rating obligation with a general requirement to obtain a rating 'in accordance with the relevant regulations.'",extractive,Medium
TMP_075,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 8(2) (as amended by 2011 Amendment): certificate of initial registration valid for 5 years. Regulation 8A (inserted by 2011 Amendment): application for permanent registration to be made 3 months before expiry of initial certificate. [Regulation 8A omitted and Regulation 8(2) substituted by the Change in Conditions of Registration of Certain Intermediaries (Amendment) Regulations, 2016 w.e.f. 08-12-2016.] Current Regulation 8(2): valid unless suspended or cancelled.","Describe the evolution of the certificate validity regime for credit rating agencies under SEBI (CRA) Regulations, 1999 from the original regulations through to the current position.","The evolution of certificate validity for CRAs under SEBI (CRA) Regulations, 1999 went through three stages: (1) Original (1999): The original regulation prescribed a fixed validity period of three years for the certificate of registration. (2) 2011 Amendment (w.e.f. 05-07-2011): SEBI (CRA) (Amendment) Regulations, 2011 introduced a two-stage regime — an 'initial registration' valid for five years, after which the CRA could apply for 'permanent registration' (application to be made three months before expiry of the initial certificate). (3) 2016 Amendment (w.e.f. 08-12-2016): The SEBI (Change in Conditions of Registration of Certain Intermediaries) (Amendment) Regulations, 2016 abolished both the initial/permanent registration distinction and all fixed validity periods — the certificate is now valid in perpetuity unless suspended or cancelled by SEBI.",extractive,Hard
TMP_076,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 2(h) — definition of 'credit rating agency' (pre-2021): rating of securities offered by way of public or rights issue. [Amended by SEBI (CRA) (Amendment) Regulations, 2021 w.e.f. 03-08-2021]: rating of securities that are listed or proposed to be listed on a stock exchange recognized by the Board.","What change did the SEBI (CRA) (Amendment) Regulations, 2021 make to the definition of 'credit rating agency' under Regulation 2(h)?","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2021 (w.e.f. 03-08-2021) substituted the definition of 'credit rating agency' under Regulation 2(h). The original definition restricted 'credit rating agencies' to entities rating securities 'offered by way of public or rights issue' — covering only primary market issuances. The 2021 amendment broadened the definition to cover rating of securities 'that are listed or proposed to be listed on a stock exchange recognized by the Board' — expanding the scope to include all listed securities and not just those offered via public or rights issues.",extractive,Medium
TMP_077,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Chapter IVA (ESG Rating Providers) inserted by SEBI (CRA) (Amendment) Regulations, 2023, w.e.f. 4.07.2023. Regulation 28C: no person shall act as an ESG rating provider unless it has obtained a certificate from the Board.","When was the regulatory framework for ESG rating providers introduced under SEBI (CRA) Regulations, 1999?","The regulatory framework for ESG rating providers was introduced through the insertion of Chapter IVA (comprising Regulations 28A to 28I) by the Securities and Exchange Board of India (Credit Rating Agencies) (Amendment) Regulations, 2023, with effect from 4 July 2023. Prior to this amendment, SEBI (CRA) Regulations, 1999 contained no provisions specifically governing ESG rating providers.",extractive,Easy
TMP_078,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 5(l) (inserted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018): the promoter of the credit rating agency, in terms of regulation 4, has a minimum shareholding of 26% in the credit rating agency.","When was the 26% minimum promoter shareholding requirement for credit rating agencies introduced under SEBI (CRA) Regulations, 1999?","The requirement for a minimum promoter shareholding of 26% in a credit rating agency was introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to this amendment, the SEBI (CRA) Regulations, 1999 did not prescribe any minimum shareholding requirement for promoters. The 2018 amendment inserted Regulation 5(l) (eligibility criterion) and Regulation 9(e) (ongoing condition of certificate) to impose this requirement.",extractive,Easy
TMP_079,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 24A (inserted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018): cross-shareholding restrictions between CRAs. A CRA shall not directly or indirectly hold 10% or more shareholding in any other CRA, or have board representation in any other CRA.","When were the cross-shareholding restrictions between credit rating agencies first introduced in SEBI (CRA) Regulations, 1999?","The cross-shareholding restrictions between credit rating agencies (Regulation 24A) were first introduced by the SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018, with effect from 30 May 2018. Prior to the 2018 amendment, the SEBI (CRA) Regulations, 1999 did not contain any specific prohibition on CRAs holding shares in other CRAs or shareholders of one CRA holding 10% or more in another CRA.",extractive,Easy
TMP_080,TMP,SEBI,"SEBI (Credit Rating Agencies) Regulations, 1999","Regulation 15(1) (pre-2018): Every credit rating agency shall, during the lifetime of securities rated by it continuously monitor the rating of such securities. Regulation 15(1) (as substituted by SEBI (CRA) (Amendment) Regulations, 2018, w.e.f. 30-05-2018): Every credit rating agency shall, during the lifetime of securities rated by it continuously monitor the rating of such securities, unless the rating is withdrawn, subject to the provisions of regulation 16(3).","What change did the SEBI (CRA) (Amendment) Regulations, 2018 make to the continuous monitoring obligation under Regulation 15(1)?","The SEBI (Credit Rating Agencies) (Amendment) Regulations, 2018 (w.e.f. 30-05-2018) added a qualifying carveout to the continuous monitoring obligation in Regulation 15(1). The original version required CRAs to continuously monitor ratings 'during the lifetime of securities rated by it' with no exception. The 2018 amendment added the phrase 'unless the rating is withdrawn, subject to the provisions of regulation 16(3)' — clarifying that the monitoring obligation ceases if and when a rating is legitimately withdrawn in accordance with the conditions specified in Regulation 16(3) (i.e., winding up, merger, or as specified by the Board).",extractive,Medium
REG_185,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",Regulation 3(1): No acquirer shall acquire shares or voting rights in a target company which taken together with shares or voting rights held by him and by persons acting in concert entitle them to exercise twenty-five per cent or more of the voting rights in such target company unless the acquirer makes a public announcement of an open offer.,"Under Regulation 3(1) of SEBI (Substantial Acquisition of Shares and Takeovers) Regulations 2011, what voting rights threshold triggers the mandatory open offer obligation?",25% or more of the voting rights in the target company (when combined with shares held by the acquirer and persons acting in concert).,extractive,Easy
REG_186,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 3(2): No acquirer who together with persons acting in concert has acquired and holds in accordance with these regulations shares or voting rights entitling them to exercise twenty-five per cent or more but less than the maximum permissible non-public shareholding, shall acquire within any financial year additional shares or voting rights entitling them to exercise more than five per cent of the voting rights, unless the acquirer makes a public announcement of an open offer.",An acquirer holds 30% voting rights in a target company. What is the maximum additional percentage of voting rights they can acquire in a single financial year under Regulation 3(2) without triggering an open offer?,5% of voting rights per financial year.,extractive,Easy
REG_187,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 4: Irrespective of acquisition or holding of shares or voting rights in a target company, no acquirer shall acquire, directly or indirectly, control over such target company unless the acquirer makes a public announcement of an open offer for acquiring shares of such target company in accordance with these regulations.","Can an acquirer acquire control over a target company without making a public announcement of an open offer, even if they do not acquire any new shares?","No. Regulation 4 states that irrespective of acquisition or holding of shares or voting rights, no acquirer shall acquire control over a target company without making a public announcement of an open offer.",extractive,Easy
REG_188,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 5(2): In case of an indirect acquisition where (a) the proportionate net asset value of the target company as a percentage of the consolidated NAV, (b) the proportionate sales turnover as a percentage of consolidated sales turnover, or (c) the proportionate market capitalisation as a percentage of enterprise value of the entity being acquired is in excess of eighty per cent, such indirect acquisition shall be regarded as a direct acquisition for all purposes including timing, pricing and compliance requirements.","Under Regulation 5(2) of SEBI Takeovers Regulations 2011, under what condition is an indirect acquisition treated as a direct acquisition for all purposes of the regulations?","When the proportionate NAV, proportionate sales turnover, or proportionate market capitalisation of the target company exceeds 80% of the consolidated NAV, consolidated sales turnover, or enterprise value (respectively) of the entity being acquired, on the basis of the most recent audited annual financial statements.",extractive,Medium
REG_189,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 6(1): An acquirer who together with persons acting in concert holds shares or voting rights entitling them to exercise twenty-five per cent or more but less than the maximum permissible non-public shareholding, shall be entitled to voluntarily make a public announcement of an open offer for acquiring shares in accordance with these regulations, subject to their aggregate shareholding after completion of the open offer not exceeding the maximum permissible non-public shareholding.",What shareholding range qualifies an acquirer to voluntarily make a public announcement of an open offer under Regulation 6(1) of SEBI Takeovers Regulations 2011?,"The acquirer must hold shares or voting rights of 25% or more but less than the maximum permissible non-public shareholding, and the aggregate shareholding after completion of the offer must not exceed the maximum permissible non-public shareholding.",extractive,Easy
REG_190,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",Regulation 6(2): An acquirer and persons acting in concert who have made a public announcement under this regulation to acquire shares of a target company shall not be entitled to acquire any shares of the target company for a period of six months after completion of the open offer except pursuant to another voluntary open offer.,"Under Regulation 6(2), after completing a voluntary open offer, for how long is the acquirer prohibited from acquiring further shares of the target company (other than through another voluntary open offer)?",Six months after completion of the open offer.,extractive,Easy
REG_191,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 6A: Notwithstanding anything contained in these regulations, no person who is a wilful defaulter shall make a public announcement of an open offer for acquiring shares or enter into any transaction that would attract the obligation to make a public announcement of an open offer for acquiring shares under these regulations. Provided that this regulation shall not prohibit the wilful defaulter from making a competing offer upon any other person making an open offer for acquiring shares of the target company.","What does Regulation 6A of SEBI Takeovers Regulations 2011 prohibit, and what exception does it carve out for wilful defaulters?","Regulation 6A prohibits wilful defaulters from making a public announcement of an open offer or entering into any transaction triggering an open offer obligation. However, it does not prohibit a wilful defaulter from making a competing offer when another person has made an open offer for shares of the same target company.",extractive,Medium
REG_192,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 7(1): The open offer for acquiring shares to be made by the acquirer and persons acting in concert under regulation 3 and regulation 4 shall be for at least twenty six per cent of total shares of the target company, as of tenth working day from the closure of the tendering period.","Under Regulation 7(1) of SEBI Takeovers Regulations 2011, what is the minimum open offer size for a mandatory open offer triggered under Regulations 3 or 4?",At least 26% of the total shares of the target company (as of the tenth working day from the closure of the tendering period).,extractive,Easy
REG_193,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 8(8): Where the acquirer has acquired or agreed to acquire any shares or voting rights in the target company during the offer period at a price higher than the offer price, the offer price shall stand revised to the highest price paid or payable for any such acquisition. Provided that no such acquisition shall be made after the third working day prior to the commencement of the tendering period and until the expiry of the tendering period.",What happens to the offer price if an acquirer purchases shares of the target company during the offer period at a price higher than the declared offer price under Regulation 8(8)?,"The offer price automatically stands revised to the highest price paid or payable for such acquisition. However, no such acquisition is permitted after the third working day prior to the commencement of the tendering period and during the tendering period.",extractive,Medium
REG_194,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 8(10): Where the acquirer or persons acting in concert acquires shares of the target company during the period of twenty-six weeks after the tendering period at a price higher than the offer price under these regulations, the acquirer and persons acting in concert shall pay the difference between the highest acquisition price and the offer price, to all the shareholders whose shares were accepted in the open offer, within sixty days from the date of such acquisition.","Under Regulation 8(10), if an acquirer buys shares of the target company within 26 weeks after the tendering period at a price higher than the offer price, what obligation arises and within what timeframe must it be fulfilled?","The acquirer must pay the difference between the highest acquisition price and the open offer price to all shareholders whose shares were accepted in the open offer, within 60 days from the date of such acquisition. The obligation does not apply to acquisitions under another open offer, the Delisting Regulations, or ordinary open market purchases not involving negotiated transactions.",extractive,Medium
REG_195,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 9(2): For purposes of payment by way of listed shares, the shares sought to be issued or exchanged shall conform to the following: (a) listed and frequently traded; (b) listed for at least two years preceding the date of public announcement; (c) issuer has redressed at least 95% of complaints received from investors in the preceding calendar quarter; (d) issuer has been in material compliance with listing regulations for at least two years immediately preceding the date of public announcement; (e) impact of auditors' qualifications does not exceed 5% of net profit or loss after tax for three immediately preceding financial years; (f) SEBI has not issued directions against the issuer restricting capital market access.",What conditions must listed shares offered as non-cash consideration in an open offer satisfy under Regulation 9(2) of SEBI Takeovers Regulations 2011?,The shares must: (a) be listed and frequently traded; (b) have been listed for at least 2 years before the date of public announcement; (c) the issuer must have redressed at least 95% of investor complaints in the preceding calendar quarter; (d) the issuer must have materially complied with listing regulations for at least 2 years preceding the public announcement; (e) impact of auditors' qualifications must not exceed 5% of net profit or loss after tax for three preceding financial years; and (f) SEBI must not have issued any direction restricting the issuer's access to capital markets or issuance of fresh shares.,extractive,Hard
REG_196,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 10(3): An increase in voting rights in a target company of any shareholder beyond the limit attracting an obligation to make an open offer under sub-regulation (1) of regulation 3, pursuant to buy-back of shares by the target company shall be exempt from the obligation to make an open offer provided such shareholder reduces his shareholding such that his voting rights fall to below the threshold referred to in sub-regulation (1) of regulation 3 within ninety days from the date of the closure of the said buy-back offer.","Under Regulation 10(3), what must a shareholder do to claim exemption from making an open offer when their voting rights exceed the threshold solely because of a buy-back by the target company?",The shareholder must reduce their shareholding such that voting rights fall below the 25% threshold within 90 days from the date of closure of the buy-back offer.,extractive,Medium
REG_197,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 12(1): Prior to making a public announcement, the acquirer shall appoint a merchant banker registered with the Board, who is not an associate of the acquirer, as the manager to the open offer. (2) The public announcement of the open offer shall be made by the acquirer through such manager to the open offer.",What is the key independence requirement for the manager to the open offer under Regulation 12(1) of SEBI Takeovers Regulations 2011?,The manager to the open offer must be a SEBI-registered merchant banker who is not an associate of the acquirer.,extractive,Easy
REG_198,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 16(4): The Board shall give its comments on the draft letter of offer as expeditiously as possible but not later than fifteen working days of the receipt of the draft letter of offer and in the event of no comments being issued by the Board within such period, it shall be deemed that the Board does not have comments to offer. Provided that in the event the Board has sought clarifications or additional information, the period for issuance of comments shall be extended to the fifth working day from the date of receipt of satisfactory reply.","Under Regulation 16(4) of SEBI Takeovers Regulations 2011, within how many working days must SEBI give its comments on the draft letter of offer, and what is the consequence if no comments are given within that period?","SEBI must give its comments within 15 working days of receipt of the draft letter of offer. If no comments are issued within this period, it is deemed that SEBI does not have comments to offer. If SEBI seeks clarifications, the deadline extends to the fifth working day from receipt of a satisfactory reply.",extractive,Easy
REG_199,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 17(10)(e): The escrow account deposited with the bank in cash shall be released to the entire amount to the manager to the open offer, in the event of forfeiture for non-fulfillment of any of the obligations under these regulations, for distribution in the following manner, after deduction of expenses of registered market intermediaries: (i) one third to the target company; (ii) one third to the Investor Protection and Education Fund; (iii) one third distributed pro-rata among the shareholders who have accepted the open offer.","Under Regulation 17(10)(e), if an acquirer's escrow account is forfeited for non-fulfillment of open offer obligations, how is the forfeited amount distributed?",After deduction of expenses of registered market intermediaries: one-third to the target company; one-third to the Investor Protection and Education Fund (IPEF); and one-third distributed pro-rata among shareholders who accepted the open offer.,extractive,Medium
REG_200,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 22(2): Notwithstanding anything contained in sub-regulation (1), subject to the acquirer depositing in the escrow account cash of an amount equal to the entire consideration payable under the open offer assuming full acceptance of the open offer, the parties to such agreement may after the expiry of twenty-one working days from the date of detailed public statement, act upon the agreement and the acquirer may complete the acquisition.",Under what condition and after what period may an acquirer complete the underlying acquisition before the expiry of the offer period under Regulation 22(2)?,"The acquirer may complete the acquisition after expiry of 21 working days from the date of the detailed public statement, provided they have deposited in the escrow account, in cash, an amount equal to the entire consideration payable under the open offer assuming full acceptance.",extractive,Medium
REG_201,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 29(1): Any acquirer, together with persons acting in concert with him acquiring shares or voting rights in a target company, which taken together aggregates to five per cent or more of the shares of such target company, shall disclose their aggregate shareholding and voting rights in such form as may be specified. (2) Any person who holds shares or voting rights entitling them to five per cent or more shall disclose the number held and change in shareholding or voting rights if such change exceeds two per cent of total shareholding or voting rights in the target company. (3) Such disclosures shall be made within two working days of the acquisition or disposal.","Under Chapter V (Disclosure provisions) of SEBI Takeovers Regulations 2011, when must a disclosure of acquisition be made if the acquisition aggregates to 5% or more, and within what timeframe must the disclosure be filed?","An acquirer whose aggregate acquisition reaches 5% or more must disclose their aggregate shareholding and voting rights. Additionally, any person already holding 5% or more must disclose any change in shareholding exceeding 2%. All such disclosures must be made within two working days of the acquisition or disposal to every stock exchange where the target company is listed and to the target company at its registered office.",extractive,Medium
REG_202,REG,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 26(2): During the offer period, unless the approval of shareholders of the target company by way of a special resolution by postal ballot is obtained, the board of directors of either the target company or any of its subsidiaries shall not: (a) alienate any material assets outside ordinary course of business; (b) effect any material borrowings outside ordinary course of business; (c) issue or allot any authorised but unissued securities entitling voting rights; (d) implement any buy-back or effect capital structure changes; (e) enter into, amend or terminate material contracts outside ordinary course; (f) accelerate any contingent vesting of rights including ESOPs.","Under Regulation 26(2) of SEBI Takeovers Regulations 2011, what actions is the target company's board of directors prohibited from taking during the offer period without shareholder approval by postal ballot?","The board is prohibited from: (a) alienating material assets outside ordinary course of business; (b) effecting material borrowings outside ordinary course; (c) issuing unissued securities with voting rights; (d) implementing share buy-backs or changing capital structure; (e) entering into, amending or terminating material contracts outside ordinary course; and (f) accelerating any contingent vesting of rights such as ESOPs.",extractive,Hard
NUM_131,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011",Regulation 17(1) Escrow table: On the first five hundred crore rupees — 25% of the consideration; On the balance consideration — additional 10% of the balance consideration.,"An acquirer makes a mandatory open offer where the total consideration payable is Rs 1,200 crore. What is the minimum escrow amount they must create under Regulation 17(1) of SEBI Takeovers Regulations 2011?",Rs 125 crore (25% of first Rs 500 crore) + Rs 70 crore (10% of balance Rs 700 crore) = Rs 195 crore.,calculated,Medium
NUM_132,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 3(2): No acquirer who together with persons acting in concert holds 25% or more but less than the maximum permissible non-public shareholding, shall acquire within any financial year additional shares or voting rights entitling them to exercise more than five per cent of the voting rights, unless an open offer is made.",An acquirer holds 28% voting rights in a listed company with 10 crore total shares outstanding. What is the maximum number of additional shares they can acquire in financial year 2024-25 without triggering a mandatory open offer under Regulation 3(2)?,5% of 10 crore = 50 lakh shares.,calculated,Easy
NUM_133,NUM,SEBI,"Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011","Regulation 7(1): The open offer for acquiring shares to be made under regulation 3 and regulation 4 shall be for at least twenty six per cent of total shares of the target company, as of tenth working day from the closure of the tendering period.",A listed company has 50 crore shares outstanding. An acquirer acquires shares triggering a mandatory open offer under Regulation 3(1). What is the minimum number of shares for which the open offer must be made under Regulation 7(1)?,26% of 50 crore = 13 crore shares.,calculated,Easy
